state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Alabama,2020-03-13,-7,6,0,,,,,,
Alabama,2020-03-14,-6,12,0,,,,,,
Alabama,2020-03-15,-5,23,0,,,,,,
Alabama,2020-03-16,-4,29,0,,,,,,
Alabama,2020-03-17,-3,39,0,,,,,,
Alabama,2020-03-18,-2,51,0,,,,,,
Alabama,2020-03-19,-1,78,0,,,,,,
Alabama,2020-03-20,0,106,0,,,,,,
Alabama,2020-03-21,1,131,0,,,,,,
Alabama,2020-03-22,2,157,0,,,,,,
Alabama,2020-03-23,3,196,0,,,,,,
Alabama,2020-03-24,4,242,0,,,,,,
Alabama,2020-03-25,5,386,1,,,,,,
Alabama,2020-03-26,6,538,3,,,,,,
Alabama,2020-03-27,7,639,4,,,,,,
Alabama,2020-03-28,8,720,4,,,,,,
Alabama,2020-03-29,9,830,5,,,,,,
Alabama,2020-03-30,10,947,11,,,,,,
Alabama,2020-03-31,11,999,14,,,,,,
Alabama,2020-04-01,12,1108,28,,,,,,
Alabama,2020-04-02,13,1270,32,,,,,,
Alabama,2020-04-03,14,1535,38,,,,,,
Alabama,2020-04-04,15,1632,44,,,,,,
Alabama,2020-04-05,16,1840,45,,,,,,
Alabama,2020-04-06,17,2005,53,,,,,,
Alabama,2020-04-07,18,2197,64,,,,,,
Alabama,2020-04-08,19,2498,67,,,,,,
Alabama,2020-04-09,20,2838,78,,,,,,
Alabama,2020-04-10,21,3008,80,,,,,,
Alabama,2020-04-11,22,3262,93,,,,,,
Alabama,2020-04-12,23,3583,93,,,,,,
Alabama,2020-04-13,24,3805,104,,,,,,
Alabama,2020-04-14,25,3953,114,,,,,,
Alabama,2020-04-15,26,4241,123,,,,,,
Alabama,2020-04-16,27,4404,137,,,,,,
Alabama,2020-04-17,28,4572,151,,,,,,
Alabama,2020-04-18,29,4723,147,,,,,,
Alabama,2020-04-19,30,4903,160,,,,,,
Alabama,2020-04-20,31,5078,164,,,,,,
Alabama,2020-04-21,32,5327,186,,,,,,
Alabama,2020-04-22,33,5610,201,,,,,,
Alabama,2020-04-23,34,5832,197,,,,,,
Alabama,2020-04-24,35,6026,209,,,,,,
Alabama,2020-04-25,36,6213,213,,,,,,
Alabama,2020-04-26,37,6421,219,,,,,,
Alabama,2020-04-27,38,6539,228,,,,,,
Alabama,2020-04-28,39,6750,242,,,,,,
Alabama,2020-04-29,40,6925,262,,,,,,
Alabama,2020-04-30,41,7068,272,,,,,,
Alabama,2020-05-01,42,7294,289,,,,,,
Alabama,2020-05-02,43,7611,288,,,,,,
Alabama,2020-05-03,44,7888,290,,,,,,
Alabama,2020-05-04,45,8112,298,,,,,,
Alabama,2020-05-05,46,8437,315,,,,,,
Alabama,2020-05-06,47,8691,343,,,,,,
Alabama,2020-05-07,48,9046,369,,,,,,
