Continent,Country,Province,Day,Total Detected,Active,Active Hospitalized,Cumulative Hospitalized,Total Detected Deaths,Active Ventilated
North America,None,None,2020-12-05,133717,26843,1209,4876,5074,375
North America,None,None,2020-12-06,136103,27309,1228,5008,5090,382
North America,None,None,2020-12-07,138495,27749,1245,5140,5106,388
North America,None,None,2020-12-08,140890,28162,1261,5273,5122,394
North America,None,None,2020-12-09,143283,28545,1276,5405,5139,399
North America,None,None,2020-12-10,145671,28898,1288,5537,5155,404
North America,None,None,2020-12-11,148051,29219,1300,5669,5171,408
North America,None,None,2020-12-12,150418,29506,1309,5800,5187,413
North America,None,None,2020-12-13,152769,29758,1317,5930,5202,416
North America,None,None,2020-12-14,155101,29975,1324,6059,5218,419
North America,None,None,2020-12-15,157409,30154,1328,6186,5233,422
North America,None,None,2020-12-16,159692,30297,1331,6312,5248,424
North America,None,None,2020-12-17,161945,30402,1332,6437,5263,425
North America,None,None,2020-12-18,164165,30468,1331,6560,5278,426
North America,None,None,2020-12-19,166350,30496,1328,6681,5292,427
North America,None,None,2020-12-20,168496,30485,1324,6799,5307,427
North America,None,None,2020-12-21,170602,30436,1317,6916,5320,426
North America,None,None,2020-12-22,172664,30349,1310,7030,5334,425
North America,None,None,2020-12-23,174681,30224,1300,7141,5347,423
North America,None,None,2020-12-24,176651,30062,1289,7250,5360,421
North America,None,None,2020-12-25,178571,29864,1276,7356,5372,418
North America,None,None,2020-12-26,180440,29631,1261,7460,5384,415
North America,None,None,2020-12-27,182257,29363,1246,7560,5396,411
North America,None,None,2020-12-28,184020,29063,1228,7658,5407,407
North America,None,None,2020-12-29,185729,28730,1210,7752,5418,403
North America,None,None,2020-12-30,187383,28368,1190,7843,5429,398
North America,None,None,2020-12-31,188981,27976,1169,7932,5439,392
North America,None,None,2021-01-01,190522,27557,1147,8017,5449,386
North America,None,None,2021-01-02,192008,27113,1124,8099,5458,380
North America,None,None,2021-01-03,193437,26645,1099,8178,5467,374
North America,None,None,2021-01-04,194809,26154,1075,8254,5476,367
North America,None,None,2021-01-05,196126,25644,1049,8327,5484,360
North America,None,None,2021-01-06,197387,25115,1023,8397,5492,353
North America,None,None,2021-01-07,198594,24569,996,8463,5500,345
North America,None,None,2021-01-08,199746,24008,968,8527,5507,337
North America,None,None,2021-01-09,200846,23435,941,8588,5514,329
North America,None,None,2021-01-10,201893,22850,913,8646,5520,321
North America,None,None,2021-01-11,202889,22257,885,8701,5527,313
North America,None,None,2021-01-12,203835,21656,856,8753,5532,304
North America,None,None,2021-01-13,204732,21048,828,8803,5538,296
North America,None,None,2021-01-14,205582,20437,799,8850,5543,287
North America,None,None,2021-01-15,206387,19824,771,8894,5548,279
North America,US,Connecticut,2020-11-30,122003,24194,1100,4229,4993,338
North America,US,Connecticut,2020-12-01,124305,24759,1124,4356,5009,346
North America,US,Connecticut,2020-12-02,126631,25309,1147,4484,5025,354
North America,US,Connecticut,2020-12-03,128978,25841,1169,4614,5041,361
North America,US,Connecticut,2020-12-04,131341,26353,1190,4745,5057,368
North America,US,Connecticut,2020-12-05,133717,26843,1209,4876,5074,375
North America,US,Connecticut,2020-12-06,136103,27309,1228,5008,5090,382
North America,US,Connecticut,2020-12-07,138495,27749,1245,5140,5106,388
North America,US,Connecticut,2020-12-08,140890,28162,1261,5273,5122,394
North America,US,Connecticut,2020-12-09,143283,28545,1276,5405,5139,399
North America,US,Connecticut,2020-12-10,145671,28898,1288,5537,5155,404
North America,US,Connecticut,2020-12-11,148051,29219,1300,5669,5171,408
North America,US,Connecticut,2020-12-12,150418,29506,1309,5800,5187,413
North America,US,Connecticut,2020-12-13,152769,29758,1317,5930,5202,416
North America,US,Connecticut,2020-12-14,155101,29975,1324,6059,5218,419
North America,US,Connecticut,2020-12-15,157409,30154,1328,6186,5233,422
North America,US,Connecticut,2020-12-16,159692,30297,1331,6312,5248,424
North America,US,Connecticut,2020-12-17,161945,30402,1332,6437,5263,425
North America,US,Connecticut,2020-12-18,164165,30468,1331,6560,5278,426
North America,US,Connecticut,2020-12-19,166350,30496,1328,6681,5292,427
North America,US,Connecticut,2020-12-20,168496,30485,1324,6799,5307,427
North America,US,Connecticut,2020-12-21,170602,30436,1317,6916,5320,426
North America,US,Connecticut,2020-12-22,172664,30349,1310,7030,5334,425
North America,US,Connecticut,2020-12-23,174681,30224,1300,7141,5347,423
North America,US,Connecticut,2020-12-24,176651,30062,1289,7250,5360,421
North America,US,Connecticut,2020-12-25,178571,29864,1276,7356,5372,418
North America,US,Connecticut,2020-12-26,180440,29631,1261,7460,5384,415
North America,US,Connecticut,2020-12-27,182257,29363,1246,7560,5396,411
North America,US,Connecticut,2020-12-28,184020,29063,1228,7658,5407,407
North America,US,Connecticut,2020-12-29,185729,28730,1210,7752,5418,403
North America,US,Connecticut,2020-12-30,187383,28368,1190,7843,5429,398
North America,US,Connecticut,2020-12-31,188981,27976,1169,7932,5439,392
North America,US,Connecticut,2021-01-01,190522,27557,1147,8017,5449,386
North America,US,Connecticut,2021-01-02,192008,27113,1124,8099,5458,380
North America,US,Connecticut,2021-01-03,193437,26645,1099,8178,5467,374
North America,US,Connecticut,2021-01-04,194809,26154,1075,8254,5476,367
North America,US,Connecticut,2021-01-05,196126,25644,1049,8327,5484,360
North America,US,Connecticut,2021-01-06,197387,25115,1023,8397,5492,353
North America,US,Connecticut,2021-01-07,198594,24569,996,8463,5500,345
North America,US,Connecticut,2021-01-08,199746,24008,968,8527,5507,337
North America,US,Connecticut,2021-01-09,200846,23435,941,8588,5514,329
North America,US,Connecticut,2021-01-10,201893,22850,913,8646,5520,321
North America,US,Connecticut,2021-01-11,202889,22257,885,8701,5527,313
North America,US,Connecticut,2021-01-12,203835,21656,856,8753,5532,304
North America,US,Connecticut,2021-01-13,204732,21048,828,8803,5538,296
North America,US,Connecticut,2021-01-14,205582,20437,799,8850,5543,287
North America,US,Connecticut,2021-01-15,206387,19824,771,8894,5548,279
North America,US,None,2020-11-30,122003,24194,1100,4229,4993,338
North America,US,None,2020-12-01,124305,24759,1124,4356,5009,346
North America,US,None,2020-12-02,126631,25309,1147,4484,5025,354
North America,US,None,2020-12-03,128978,25841,1169,4614,5041,361
North America,US,None,2020-12-04,131341,26353,1190,4745,5057,368
North America,US,None,2020-12-05,133717,26843,1209,4876,5074,375
North America,US,None,2020-12-06,136103,27309,1228,5008,5090,382
North America,US,None,2020-12-07,138495,27749,1245,5140,5106,388
North America,US,None,2020-12-08,140890,28162,1261,5273,5122,394
North America,US,None,2020-12-09,143283,28545,1276,5405,5139,399
North America,US,None,2020-12-10,145671,28898,1288,5537,5155,404
North America,US,None,2020-12-11,148051,29219,1300,5669,5171,408
North America,US,None,2020-12-12,150418,29506,1309,5800,5187,413
North America,US,None,2020-12-13,152769,29758,1317,5930,5202,416
North America,US,None,2020-12-14,155101,29975,1324,6059,5218,419
North America,US,None,2020-12-15,157409,30154,1328,6186,5233,422
North America,US,None,2020-12-16,159692,30297,1331,6312,5248,424
North America,US,None,2020-12-17,161945,30402,1332,6437,5263,425
North America,US,None,2020-12-18,164165,30468,1331,6560,5278,426
North America,US,None,2020-12-19,166350,30496,1328,6681,5292,427
North America,US,None,2020-12-20,168496,30485,1324,6799,5307,427
North America,US,None,2020-12-21,170602,30436,1317,6916,5320,426
North America,US,None,2020-12-22,172664,30349,1310,7030,5334,425
North America,US,None,2020-12-23,174681,30224,1300,7141,5347,423
North America,US,None,2020-12-24,176651,30062,1289,7250,5360,421
North America,US,None,2020-12-25,178571,29864,1276,7356,5372,418
North America,US,None,2020-12-26,180440,29631,1261,7460,5384,415
North America,US,None,2020-12-27,182257,29363,1246,7560,5396,411
North America,US,None,2020-12-28,184020,29063,1228,7658,5407,407
North America,US,None,2020-12-29,185729,28730,1210,7752,5418,403
North America,US,None,2020-12-30,187383,28368,1190,7843,5429,398
North America,US,None,2020-12-31,188981,27976,1169,7932,5439,392
North America,US,None,2021-01-01,190522,27557,1147,8017,5449,386
North America,US,None,2021-01-02,192008,27113,1124,8099,5458,380
North America,US,None,2021-01-03,193437,26645,1099,8178,5467,374
North America,US,None,2021-01-04,194809,26154,1075,8254,5476,367
North America,US,None,2021-01-05,196126,25644,1049,8327,5484,360
North America,US,None,2021-01-06,197387,25115,1023,8397,5492,353
North America,US,None,2021-01-07,198594,24569,996,8463,5500,345
North America,US,None,2021-01-08,199746,24008,968,8527,5507,337
North America,US,None,2021-01-09,200846,23435,941,8588,5514,329
North America,US,None,2021-01-10,201893,22850,913,8646,5520,321
North America,US,None,2021-01-11,202889,22257,885,8701,5527,313
North America,US,None,2021-01-12,203835,21656,856,8753,5532,304
North America,US,None,2021-01-13,204732,21048,828,8803,5538,296
North America,US,None,2021-01-14,205582,20437,799,8850,5543,287
North America,US,None,2021-01-15,206387,19824,771,8894,5548,279
