country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Trinidad and Tobago,,2020-01-22,-73,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-23,-72,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-24,-71,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-25,-70,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-26,-69,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-27,-68,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-28,-67,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-29,-66,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-30,-65,0,0,,,,,,,,,
Trinidad and Tobago,,2020-01-31,-64,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-01,-63,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-02,-62,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-03,-61,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-04,-60,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-05,-59,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-06,-58,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-07,-57,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-08,-56,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-09,-55,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-10,-54,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-11,-53,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-12,-52,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-13,-51,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-14,-50,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-15,-49,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-16,-48,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-17,-47,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-18,-46,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-19,-45,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-20,-44,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-21,-43,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-22,-42,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-23,-41,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-24,-40,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-25,-39,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-26,-38,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-27,-37,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-28,-36,0,0,,,,,,,,,
Trinidad and Tobago,,2020-02-29,-35,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-01,-34,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-02,-33,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-03,-32,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-04,-31,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-05,-30,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-06,-29,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-07,-28,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-08,-27,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-09,-26,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-10,-25,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-11,-24,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-12,-23,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-13,-22,0,0,,,,,,,,,
Trinidad and Tobago,,2020-03-14,-21,2,0,,,,,,,,,
Trinidad and Tobago,,2020-03-15,-20,2,0,,,,,,,,,
Trinidad and Tobago,,2020-03-16,-19,4,0,,,,,,,,,
Trinidad and Tobago,,2020-03-17,-18,5,0,,,,,,,,,
Trinidad and Tobago,,2020-03-18,-17,7,0,,,,,,,,,
Trinidad and Tobago,,2020-03-19,-16,9,0,,,,,,,,,
Trinidad and Tobago,,2020-03-20,-15,9,0,,,,,,,,,
Trinidad and Tobago,,2020-03-21,-14,49,0,,,,,,,,,
Trinidad and Tobago,,2020-03-22,-13,50,0,,,,,,,,,
Trinidad and Tobago,,2020-03-23,-12,51,0,,,,,,,,,
Trinidad and Tobago,,2020-03-24,-11,57,0,,,,,,,,,
Trinidad and Tobago,,2020-03-25,-10,60,1,,,,,,,,,
Trinidad and Tobago,,2020-03-26,-9,65,1,,,,,,,,,
Trinidad and Tobago,,2020-03-27,-8,66,2,,,,,,,,,
Trinidad and Tobago,,2020-03-28,-7,74,3,,,,,,,,,
Trinidad and Tobago,,2020-03-29,-6,78,3,,,,,,,,,
Trinidad and Tobago,,2020-03-30,-5,82,3,,,,,,,,,
Trinidad and Tobago,,2020-03-31,-4,87,3,,,,,,,,,
Trinidad and Tobago,,2020-04-01,-3,90,5,,,,,,,,,
Trinidad and Tobago,,2020-04-02,-2,94,5,,,,,,,,,
Trinidad and Tobago,,2020-04-03,-1,98,6,,,,,,,,,
Trinidad and Tobago,,2020-04-04,0,103,6,,,,,,,,,
Trinidad and Tobago,,2020-04-05,1,104,7,,,,,,,,,
Trinidad and Tobago,,2020-04-06,2,105,8,,,,,,,,,
Trinidad and Tobago,,2020-04-07,3,107,8,,,,,,,,,
Trinidad and Tobago,,2020-04-08,4,107,8,,,,,,,,,
Trinidad and Tobago,,2020-04-09,5,109,8,,,,,,,,,
Trinidad and Tobago,,2020-04-10,6,109,8,,,,,,,,,
Trinidad and Tobago,,2020-04-11,7,112,8,,,,,,,,,
Trinidad and Tobago,,2020-04-12,8,113,8,,,,,,,,,
Trinidad and Tobago,,2020-04-13,9,113,8,,,,,,,,,
Trinidad and Tobago,,2020-04-14,10,113,8,,,,,,,,,
Trinidad and Tobago,,2020-04-15,11,114,8,,,,,,,,,
Trinidad and Tobago,,2020-04-16,12,114,8,,,,,,,,,
Trinidad and Tobago,,2020-04-17,13,114,8,,,,,,,,,
Trinidad and Tobago,,2020-04-18,14,114,8,,,,,,,,,
Trinidad and Tobago,,2020-04-19,15,114,8,,,,,,,,,
Trinidad and Tobago,,2020-04-20,16,114,8,,,,,,,,,
Trinidad and Tobago,,2020-04-21,17,115,8,,,,,,,,,
Trinidad and Tobago,,2020-04-22,18,115,8,,,,,,,,,
Trinidad and Tobago,,2020-04-23,19,115,8,,,,,,,,,
Trinidad and Tobago,,2020-04-24,20,115,8,,,,,,,,,
Trinidad and Tobago,,2020-04-25,21,115,8,,,,,,,,,
Trinidad and Tobago,,2020-04-26,22,115,8,,,,,,,,,
Trinidad and Tobago,,2020-04-27,23,116,8,,,,,,,,,
Trinidad and Tobago,,2020-04-28,24,116,8,,,,,,,,,
Trinidad and Tobago,,2020-04-29,25,116,8,,,,,,,,,
Trinidad and Tobago,,2020-04-30,26,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-01,27,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-02,28,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-03,29,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-04,30,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-05,31,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-06,32,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-07,33,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-08,34,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-09,35,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-10,36,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-11,37,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-12,38,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-13,39,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-14,40,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-15,41,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-16,42,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-17,43,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-18,44,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-19,45,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-20,46,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-21,47,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-22,48,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-23,49,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-24,50,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-25,51,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-26,52,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-27,53,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-28,54,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-29,55,116,8,,,,,,,,,
Trinidad and Tobago,,2020-05-30,56,117,8,,,,,,,,,
Trinidad and Tobago,,2020-05-31,57,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-01,58,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-02,59,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-03,60,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-04,61,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-05,62,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-06,63,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-07,64,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-08,65,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-09,66,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-10,67,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-11,68,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-12,69,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-13,70,117,8,,,,,,,,,
Trinidad and Tobago,,2020-06-14,71,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-15,72,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-16,73,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-17,74,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-18,75,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-19,76,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-20,77,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-21,78,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-22,79,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-23,80,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-24,81,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-25,82,123,8,,,,,,,,,
Trinidad and Tobago,,2020-06-26,83,124,8,,,,,,,,,
Trinidad and Tobago,,2020-06-27,84,126,8,,,,,,,,,
Trinidad and Tobago,,2020-06-28,85,126,8,,,,,,,,,
Trinidad and Tobago,,2020-06-29,86,126,8,,,,,,,,,
Trinidad and Tobago,,2020-06-30,87,130,8,,,,,,,,,
Trinidad and Tobago,,2020-07-01,88,130,8,,,,,,,,,
Trinidad and Tobago,,2020-07-02,89,130,8,,,,,,,,,
Trinidad and Tobago,,2020-07-03,90,130,8,,,,,,,,,
Trinidad and Tobago,,2020-07-04,91,130,8,,,,,,,,,
Trinidad and Tobago,,2020-07-05,92,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-06,93,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-07,94,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-08,95,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-09,96,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-10,97,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-11,98,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-12,99,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-13,100,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-14,101,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-15,102,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-16,103,133,8,,,,,,,,,
Trinidad and Tobago,,2020-07-17,104,136,8,,,,,,,,,
Trinidad and Tobago,,2020-07-18,105,137,8,,,,,,,,,
Trinidad and Tobago,,2020-07-19,106,137,8,,,,,,,,,
Trinidad and Tobago,,2020-07-20,107,137,8,,,,,,,,,
Trinidad and Tobago,,2020-07-21,108,139,8,,,,,,,,,
Trinidad and Tobago,,2020-07-22,109,141,8,,,,,,,,,
Trinidad and Tobago,,2020-07-23,110,141,8,,,,,,,,,
