country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
China,Shanghai,2020-01-22,-8,9,0,,,,,,,,,
China,Shanghai,2020-01-23,-7,16,0,,,,,,,,,
China,Shanghai,2020-01-24,-6,20,0,,,,,,,,,
China,Shanghai,2020-01-25,-5,33,0,,,,,,,,,
China,Shanghai,2020-01-26,-4,40,1,,,,,,,,,
China,Shanghai,2020-01-27,-3,53,1,,,,,,,,,
China,Shanghai,2020-01-28,-2,66,1,,,,,,,,,
China,Shanghai,2020-01-29,-1,96,1,,,,,,,,,
China,Shanghai,2020-01-30,0,112,1,,,,,,,,,
China,Shanghai,2020-01-31,1,135,1,,,,,,,,,
China,Shanghai,2020-02-01,2,169,1,,,,,,,,,
China,Shanghai,2020-02-02,3,182,1,,,,,,,,,
China,Shanghai,2020-02-03,4,203,1,,,,,,,,,
China,Shanghai,2020-02-04,5,219,1,,,,,,,,,
China,Shanghai,2020-02-05,6,243,1,,,,,,,,,
China,Shanghai,2020-02-06,7,257,1,,,,,,,,,
China,Shanghai,2020-02-07,8,277,1,,,,,,,,,
China,Shanghai,2020-02-08,9,286,1,,,,,,,,,
China,Shanghai,2020-02-09,10,293,1,,,,,,,,,
China,Shanghai,2020-02-10,11,299,1,,,,,,,,,
China,Shanghai,2020-02-11,12,303,1,,,,,,,,,
China,Shanghai,2020-02-12,13,311,1,,,,,,,,,
China,Shanghai,2020-02-13,14,315,1,,,,,,,,,
China,Shanghai,2020-02-14,15,318,1,,,,,,,,,
China,Shanghai,2020-02-15,16,326,1,,,,,,,,,
China,Shanghai,2020-02-16,17,328,1,,,,,,,,,
China,Shanghai,2020-02-17,18,333,1,,,,,,,,,
China,Shanghai,2020-02-18,19,333,1,,,,,,,,,
China,Shanghai,2020-02-19,20,333,2,,,,,,,,,
China,Shanghai,2020-02-20,21,334,2,,,,,,,,,
China,Shanghai,2020-02-21,22,334,2,,,,,,,,,
China,Shanghai,2020-02-22,23,335,3,,,,,,,,,
China,Shanghai,2020-02-23,24,335,3,,,,,,,,,
China,Shanghai,2020-02-24,25,335,3,,,,,,,,,
China,Shanghai,2020-02-25,26,336,3,,,,,,,,,
China,Shanghai,2020-02-26,27,337,3,,,,,,,,,
China,Shanghai,2020-02-27,28,337,3,,,,,,,,,
China,Shanghai,2020-02-28,29,337,3,,,,,,,,,
China,Shanghai,2020-02-29,30,337,3,,,,,,,,,
China,Shanghai,2020-03-01,31,337,3,,,,,,,,,
China,Shanghai,2020-03-02,32,337,3,,,,,,,,,
China,Shanghai,2020-03-03,33,338,3,,,,,,,,,
China,Shanghai,2020-03-04,34,338,3,,,,,,,,,
China,Shanghai,2020-03-05,35,339,3,,,,,,,,,
China,Shanghai,2020-03-06,36,342,3,,,,,,,,,
China,Shanghai,2020-03-07,37,342,3,,,,,,,,,
China,Shanghai,2020-03-08,38,342,3,,,,,,,,,
China,Shanghai,2020-03-09,39,342,3,,,,,,,,,
China,Shanghai,2020-03-10,40,344,3,,,,,,,,,
China,Shanghai,2020-03-11,41,344,3,,,,,,,,,
China,Shanghai,2020-03-12,42,344,3,,,,,,,,,
China,Shanghai,2020-03-13,43,346,3,,,,,,,,,
China,Shanghai,2020-03-14,44,353,3,,,,,,,,,
China,Shanghai,2020-03-15,45,353,3,,,,,,,,,
China,Shanghai,2020-03-16,46,355,3,,,,,,,,,
China,Shanghai,2020-03-17,47,358,3,,,,,,,,,
China,Shanghai,2020-03-18,48,361,3,,,,,,,,,
China,Shanghai,2020-03-19,49,363,3,,,,,,,,,
China,Shanghai,2020-03-20,50,371,3,,,,,,,,,
China,Shanghai,2020-03-21,51,380,3,,,,,,,,,
China,Shanghai,2020-03-22,52,404,4,,,,,,,,,
China,Shanghai,2020-03-23,53,404,4,,,,,,,,,
China,Shanghai,2020-03-24,54,414,4,,,,,,,,,
China,Shanghai,2020-03-25,55,433,5,,,,,,,,,
China,Shanghai,2020-03-26,56,451,5,,,,,,,,,
China,Shanghai,2020-03-27,57,468,5,,,,,,,,,
China,Shanghai,2020-03-28,58,485,5,,,,,,,,,
China,Shanghai,2020-03-29,59,492,5,,,,,,,,,
China,Shanghai,2020-03-30,60,498,5,,,,,,,,,
China,Shanghai,2020-03-31,61,509,5,,,,,,,,,
China,Shanghai,2020-04-01,62,516,6,,,,,,,,,
China,Shanghai,2020-04-02,63,522,6,,,,,,,,,
China,Shanghai,2020-04-03,64,526,6,,,,,,,,,
China,Shanghai,2020-04-04,65,529,6,,,,,,,,,
China,Shanghai,2020-04-05,66,531,6,,,,,,,,,
China,Shanghai,2020-04-06,67,536,6,,,,,,,,,
China,Shanghai,2020-04-07,68,538,6,,,,,,,,,
