country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered,people_vaccinated,people_fully_vaccinated,daily_vaccinations
US,Kentucky,2020-01-22,-60,0,0,,,,,,,,,
US,Kentucky,2020-01-23,-59,0,0,,,,,,,,,
US,Kentucky,2020-01-24,-58,0,0,,,,,,,,,
US,Kentucky,2020-01-25,-57,0,0,,,,,,,,,
US,Kentucky,2020-01-26,-56,0,0,,,,,,,,,
US,Kentucky,2020-01-27,-55,0,0,,,,,,,,,
US,Kentucky,2020-01-28,-54,0,0,,,,,,,,,
US,Kentucky,2020-01-29,-53,0,0,,,,,,,,,
US,Kentucky,2020-01-30,-52,0,0,,,,,,,,,
US,Kentucky,2020-01-31,-51,0,0,,,,,,,,,
US,Kentucky,2020-02-01,-50,0,0,,,,,,,,,
US,Kentucky,2020-02-02,-49,0,0,,,,,,,,,
US,Kentucky,2020-02-03,-48,0,0,,,,,,,,,
US,Kentucky,2020-02-04,-47,0,0,,,,,,,,,
US,Kentucky,2020-02-05,-46,0,0,,,,,,,,,
US,Kentucky,2020-02-06,-45,0,0,,,,,,,,,
US,Kentucky,2020-02-07,-44,0,0,,,,,,,,,
US,Kentucky,2020-02-08,-43,0,0,,,,,,,,,
US,Kentucky,2020-02-09,-42,0,0,,,,,,,,,
US,Kentucky,2020-02-10,-41,0,0,,,,,,,,,
US,Kentucky,2020-02-11,-40,0,0,,,,,,,,,
US,Kentucky,2020-02-12,-39,0,0,,,,,,,,,
US,Kentucky,2020-02-13,-38,0,0,,,,,,,,,
US,Kentucky,2020-02-14,-37,0,0,,,,,,,,,
US,Kentucky,2020-02-15,-36,0,0,,,,,,,,,
US,Kentucky,2020-02-16,-35,0,0,,,,,,,,,
US,Kentucky,2020-02-17,-34,0,0,,,,,,,,,
US,Kentucky,2020-02-18,-33,0,0,,,,,,,,,
US,Kentucky,2020-02-19,-32,0,0,,,,,,,,,
US,Kentucky,2020-02-20,-31,0,0,,,,,,,,,
US,Kentucky,2020-02-21,-30,0,0,,,,,,,,,
US,Kentucky,2020-02-22,-29,0,0,,,,,,,,,
US,Kentucky,2020-02-23,-28,0,0,,,,,,,,,
US,Kentucky,2020-02-24,-27,0,0,,,,,,,,,
US,Kentucky,2020-02-25,-26,0,0,,,,,,,,,
US,Kentucky,2020-02-26,-25,0,0,,,,,,,,,
US,Kentucky,2020-02-27,-24,0,0,,,,,,,,,
US,Kentucky,2020-02-28,-23,0,0,,,,,,,,,
US,Kentucky,2020-02-29,-22,0,0,,,,,,,,,
US,Kentucky,2020-03-01,-21,0,0,,,,,,,,,
US,Kentucky,2020-03-02,-20,0,0,,,,,,,,,
US,Kentucky,2020-03-03,-19,0,0,,,,,,,,,
US,Kentucky,2020-03-04,-18,0,0,,,,,,,,,
US,Kentucky,2020-03-05,-17,0,0,,,,,,,,,
US,Kentucky,2020-03-06,-16,1,0,,,,,,,,,
US,Kentucky,2020-03-07,-15,1,0,,,,,,,,,
US,Kentucky,2020-03-08,-14,1,0,,,,,,,,,
US,Kentucky,2020-03-09,-13,4,0,,,,,,,,,
US,Kentucky,2020-03-10,-12,5,0,,,,,,,,,
US,Kentucky,2020-03-11,-11,8,0,,,,,,,,,
US,Kentucky,2020-03-12,-10,10,0,,,,,,,,,
US,Kentucky,2020-03-13,-9,14,0,,,,,,,,,
US,Kentucky,2020-03-14,-8,16,0,,,,,,,,,
US,Kentucky,2020-03-15,-7,18,0,,,,,,,,,
US,Kentucky,2020-03-16,-6,21,1,,,,,,,,,
US,Kentucky,2020-03-17,-5,26,1,,,,,,,,,
US,Kentucky,2020-03-18,-4,28,1,,,,,,,,,
US,Kentucky,2020-03-19,-3,50,2,,,,,,,,,
US,Kentucky,2020-03-20,-2,64,2,,,,,,,,,
US,Kentucky,2020-03-21,-1,87,3,,,,,,,,,
US,Kentucky,2020-03-22,0,103,3,,,,,,,,,
US,Kentucky,2020-03-23,1,123,4,,,,,,,,,
US,Kentucky,2020-03-24,2,162,4,,,,,,,,,
US,Kentucky,2020-03-25,3,197,5,,,,,,,,,
US,Kentucky,2020-03-26,4,247,5,,,,,,,,,
US,Kentucky,2020-03-27,5,301,7,,,,,,,,,
US,Kentucky,2020-03-28,6,380,9,,,,,,,,,
US,Kentucky,2020-03-29,7,438,9,,,,,,,,,
US,Kentucky,2020-03-30,8,479,11,,,,,,,,,
US,Kentucky,2020-03-31,9,628,11,,,,,,,,,
US,Kentucky,2020-04-01,10,632,18,,,,,,,,,
US,Kentucky,2020-04-02,11,770,31,,,,,,,,,
US,Kentucky,2020-04-03,12,770,34,,,,,,,,,
US,Kentucky,2020-04-04,13,917,40,,,,,,,,,
US,Kentucky,2020-04-05,14,955,45,,,,,,,,,
US,Kentucky,2020-04-06,15,955,45,,,,,,,,,
US,Kentucky,2020-04-07,16,1149,65,,,,,,,,,
US,Kentucky,2020-04-08,17,1149,65,,,,,,,,,
US,Kentucky,2020-04-09,18,1341,73,,,,,,,,,
US,Kentucky,2020-04-10,19,1693,90,,271.0,,,,,,,
US,Kentucky,2020-04-11,20,1693,90,,271.0,,,,,,,
US,Kentucky,2020-04-12,21,1963,97,,271.0,,,,,,,
US,Kentucky,2020-04-13,22,2018,113,,289.0,,,,,,,
US,Kentucky,2020-04-14,23,2048,106,,299.0,,,,,,,
US,Kentucky,2020-04-15,24,2210,115,,305.0,,,,,,,
US,Kentucky,2020-04-16,25,2435,129,,412.0,,,,,,,
US,Kentucky,2020-04-17,26,2522,137,,477.0,,,,,,,
US,Kentucky,2020-04-18,27,2707,144,,360.0,,,,,,,
US,Kentucky,2020-04-19,28,2960,146,,274.0,,,,,,,
US,Kentucky,2020-04-20,29,3050,154,,274.0,,,,,,,
US,Kentucky,2020-04-21,30,3204,171,,263.0,,,,,,,
US,Kentucky,2020-04-22,31,3378,185,,286.0,,,,,,,
US,Kentucky,2020-04-23,32,3479,191,,301.0,,,,,,,
US,Kentucky,2020-04-24,33,3779,200,,302.0,,,,,,,
US,Kentucky,2020-04-25,34,3915,205,,303.0,,,,,,,
US,Kentucky,2020-04-26,35,4085,208,,301.0,,,,,,,
US,Kentucky,2020-04-27,36,4156,213,,308.0,,,,,,,
US,Kentucky,2020-04-28,37,4375,225,,313.0,,,,,,,
US,Kentucky,2020-04-29,38,4537,234,,320.0,,,,,,,
US,Kentucky,2020-04-30,39,4708,240,,325.0,,,,,,,
US,Kentucky,2020-05-01,40,4882,246,,330.0,,,,,,,
US,Kentucky,2020-05-02,41,4879,248,,334.0,,,,,,,
US,Kentucky,2020-05-03,42,5130,253,,334.0,,,,,,,
US,Kentucky,2020-05-04,43,5245,261,,329.0,,,,,,,
US,Kentucky,2020-05-05,44,5822,275,,333.0,,,,,,,
US,Kentucky,2020-05-06,45,5934,283,,347.0,,,,,,,
US,Kentucky,2020-05-07,46,6129,294,,351.0,,,,,,,
US,Kentucky,2020-05-08,47,6288,298,,356.0,,,,,,,
US,Kentucky,2020-05-09,48,6440,304,,369.0,,,,,,,
US,Kentucky,2020-05-10,49,6440,304,,394.0,,,,,,,
US,Kentucky,2020-05-11,50,6677,311,,394.0,,,,,,,
US,Kentucky,2020-05-12,51,6853,321,,383.0,,,,,,,
US,Kentucky,2020-05-13,52,6853,321,,379.0,,,,,,,
US,Kentucky,2020-05-14,53,7225,328,,377.0,,,,,,,
US,Kentucky,2020-05-15,54,7444,332,,385.0,,,,,,,
US,Kentucky,2020-05-16,55,7688,334,,381.0,,,,,,,
US,Kentucky,2020-05-17,56,7688,334,,381.0,,,,,,,
US,Kentucky,2020-05-18,57,7935,346,,381.0,,,,,,,
US,Kentucky,2020-05-19,58,8069,366,,447.0,,,,,,,
US,Kentucky,2020-05-20,59,8167,376,,443.0,,,,,,,
US,Kentucky,2020-05-21,60,8286,386,,474.0,,,,,,,
